user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,engagement_band
U001149,2025-10-24,1,premium,mobile,paid_social,High
U001150,2025-12-04,2,regular,mobile,email,Med
U001151,2025-08-05,2,regular,web,organic,Med
U001152,2025-09-08,3,value,web,organic,Med
U001153,2025-08-21,3,value,web,paid_social,Med
U001154,2025-12-19,3,premium,web,search,Med
U001155,2025-07-20,3,regular,web,paid_social,High
U001156,2025-09-29,1,regular,web,paid_social,Med
U001157,2025-06-04,2,premium,mobile,search,High
U001158,2025-12-04,2,value,mobile,referral,Low
U001159,2025-08-09,2,regular,mobile,organic,Med
U001160,2025-07-29,3,value,web,referral,Low
U001161,2025-09-28,2,value,mobile,organic,Med
U001162,2025-09-07,3,regular,mobile,paid_social,High
U001163,2025-12-03,2,regular,web,referral,Low
U001164,2025-09-15,2,premium,mobile,organic,High
U001165,2025-09-11,2,value,mobile,organic,Med
U001166,2025-05-31,1,regular,mobile,organic,High
U001167,2025-05-10,1,regular,web,search,High
U001168,2025-08-13,2,regular,mobile,search,High
U001169,2026-01-10,1,premium,web,organic,Low
U001170,2025-12-21,3,regular,web,referral,Low
U001171,2025-10-09,1,regular,,organic,High
U001172,2025-10-10,1,value,web,search,Low
U001173,2025-08-11,3,value,web,paid_social,Med
U001174,2025-06-18,1,premium,web,organic,High
U001175,2025-05-07,3,regular,mobile,organic,High
U001176,2025-07-29,2,value,web,email,Med
U001177,2025-07-23,1,value,mobile,paid_social,Med
U001178,2025-06-22,2,regular,web,organic,High
U001179,2025-07-09,2,regular,,referral,High
U001180,2025-05-11,3,value,mobile,search,Med
U001181,2025-10-04,3,regular,mobile,organic,Med
U001182,2025-12-23,2,regular,mobile,paid_social,Low
U001183,2025-10-25,2,regular,mobile,search,Med
U001184,2025-08-25,2,value,web,organic,Med
U001185,2025-08-18,2,regular,web,referral,High
U001186,2025-07-21,3,value,web,organic,Med
U001187,2025-06-09,2,value,web,organic,Med
U001188,2025-10-02,2,regular,web,organic,High
U001189,2025-09-24,2,regular,web,paid_social,Low
U001190,2025-05-06,3,value,mobile,paid_social,Med
U001191,2025-08-17,3,premium,mobile,email,High
U001192,2025-07-13,1,value,mobile,organic,Med
U001193,2025-06-16,1,regular,mobile,referral,High
U001194,2025-10-28,2,premium,web,search,High
U001195,2025-09-13,2,regular,web,organic,High
U001196,2025-10-11,2,regular,mobile,organic,High
U001197,2025-10-31,1,regular,mobile,referral,Med
U001198,2026-01-06,2,regular,web,organic,Low
U001199,2025-11-22,2,regular,web,paid_social,Low
U001200,2025-10-07,2,regular,web,search,Low
U001201,2025-12-11,2,value,web,organic,Low
U001202,2025-09-01,2,regular,web,email,Med
U001203,2026-01-07,2,value,web,referral,Low
U001204,2025-11-12,3,premium,mobile,search,Low
U001205,2025-10-15,2,value,mobile,paid_social,Med
U001206,2025-12-17,2,value,web,search,Low
U001207,2025-09-11,2,premium,mobile,paid_social,High
U001208,2025-11-01,1,value,mobile,organic,Low
U001209,2025-07-15,2,value,web,search,Med
U001210,2026-01-01,2,regular,mobile,organic,Low
U001211,2025-10-08,3,value,web,search,Med
U001212,2025-11-17,2,value,mobile,search,Low
U001213,2025-08-28,1,regular,web,organic,High
U001214,2025-12-08,2,value,mobile,email,Low
U001215,2025-05-23,1,value,mobile,organic,Low
U001216,2025-06-02,2,value,,organic,Med
U001217,2025-09-09,3,value,web,search,Med
U001218,2025-11-04,2,value,web,paid_social,Low
U001219,2025-11-24,2,value,mobile,organic,Low
U001220,2025-08-23,2,regular,mobile,search,High
U001221,2025-10-15,2,regular,web,paid_social,Med
U001222,2025-09-20,3,value,mobile,organic,Med
U001223,2026-01-01,2,value,web,email,Low
U001224,2025-10-16,2,premium,web,organic,High
U001225,2025-08-17,2,regular,web,paid_social,Low
U001226,2026-01-03,1,regular,web,organic,Low
U001227,2025-05-31,1,regular,web,paid_social,High
U001228,2026-01-07,1,value,web,referral,Low
U001229,2025-06-12,2,regular,web,organic,High
U001230,2025-07-16,3,premium,mobile,organic,High
U001231,2025-11-27,2,premium,web,organic,Med
U001232,2025-11-05,1,value,mobile,organic,Low
U001233,2026-01-03,1,value,mobile,email,Low
U001234,2025-11-09,2,value,mobile,paid_social,Low
U001235,2025-10-11,3,value,web,paid_social,Low
U001236,2025-07-30,2,value,mobile,email,Low
U001237,2025-05-06,3,regular,web,referral,Low
U001238,2025-06-05,3,value,web,referral,Med
U001239,2025-07-18,1,premium,web,organic,High
U001240,2025-05-15,2,value,web,organic,Med
U001241,2025-09-09,3,value,mobile,organic,Med
U001242,2025-11-16,2,premium,mobile,search,Med
U001243,2026-01-01,1,regular,mobile,search,Low
U001244,2025-09-04,3,value,web,organic,Low
U001245,2025-12-10,3,regular,mobile,search,Med
U001246,2026-01-07,2,value,mobile,search,Low
U001247,2025-12-06,2,value,web,organic,Low
U001248,2025-08-29,1,regular,web,organic,Low
U001249,2025-07-25,3,value,mobile,search,Med
U001250,2026-01-05,2,regular,web,search,Low
U001251,2025-07-04,1,value,web,paid_social,Low
U001252,2025-08-16,2,regular,mobile,paid_social,Med
U001253,2025-05-23,3,regular,web,organic,High
U001254,2025-11-20,3,value,web,organic,Low
U001255,2025-10-15,2,value,web,organic,Low
U001256,2025-05-26,1,regular,mobile,organic,High
U001257,2025-06-29,3,regular,mobile,search,High
U001258,2025-09-21,3,regular,mobile,email,High
U001259,2025-09-17,2,regular,mobile,organic,High
U001260,2025-11-22,2,regular,mobile,organic,Med
U001261,2025-07-10,2,value,mobile,paid_social,Med
U001262,2025-12-23,2,regular,web,search,Med
U001263,2025-08-24,1,value,web,organic,Med
U001264,2025-11-27,1,regular,mobile,organic,Low
U001265,2025-07-03,1,value,mobile,email,Med
U001266,2025-05-14,3,value,web,organic,Med
U001267,2025-05-18,1,regular,mobile,paid_social,High
U001268,2025-08-06,1,regular,mobile,referral,High
U001269,2025-12-30,2,regular,web,organic,Low
U001270,2025-05-17,1,regular,web,paid_social,High
U001271,2025-08-05,1,premium,web,organic,High
U001272,2025-06-01,2,regular,web,organic,High
U001273,2025-12-24,2,premium,web,organic,Med
U001274,2025-10-21,2,regular,web,email,Med
U001275,2025-11-12,3,regular,web,organic,Low
U001276,2025-10-31,1,regular,web,organic,Med
U001277,2025-10-16,3,regular,mobile,email,Med
U001278,2025-11-15,3,value,mobile,organic,Low
U001279,2025-05-07,3,regular,web,referral,High
U001280,2025-12-08,2,value,web,paid_social,Low
U001281,2025-11-06,2,value,web,search,Low
U001282,2025-11-06,2,premium,web,paid_social,High
U001283,2025-08-11,2,value,web,paid_social,Med
U001284,2025-11-22,1,regular,web,organic,Low
U001285,2025-08-08,3,regular,web,email,High
U001286,2025-05-17,2,value,mobile,email,Med
U001287,2025-12-18,3,premium,web,referral,Med
U001288,2025-07-02,2,value,mobile,paid_social,Med
U001289,2025-05-30,1,premium,web,search,High
U001290,2025-10-08,2,regular,web,search,High
U001291,2025-07-02,2,value,mobile,organic,Med
U001292,2025-12-06,2,value,web,search,Low
U001293,2025-08-24,2,value,mobile,paid_social,Med
U001294,2025-05-06,1,regular,mobile,paid_social,Low
U001295,2025-12-29,2,value,mobile,organic,Low
U001296,2025-09-11,2,premium,web,search,High
U001297,2025-07-10,3,value,web,paid_social,Low
U001298,2025-10-21,1,regular,web,search,Med
U001299,2025-09-15,2,value,web,email,Med
U001300,2025-05-12,2,premium,web,paid_social,High
U001301,2025-11-11,2,value,mobile,organic,Low
U001302,2025-08-13,2,regular,mobile,organic,High
U001303,2025-10-27,2,regular,web,paid_social,Med
U001304,2025-12-15,3,value,web,search,Low
U001305,2025-10-05,2,regular,mobile,referral,High
U001306,2025-10-20,2,value,mobile,organic,Low
U001307,2025-07-07,1,regular,web,organic,High
U001308,2025-07-03,2,regular,web,search,High
U001309,2025-08-17,2,regular,mobile,paid_social,High
U001310,2025-12-05,1,value,mobile,email,Low
U001311,2025-09-13,2,value,mobile,referral,Med
U001312,2025-07-31,2,value,web,search,Med
U001313,2025-11-16,2,value,web,referral,Low
U001314,2025-12-05,2,value,web,organic,Low
U001315,2025-12-17,2,premium,web,search,Med
U001316,2025-07-19,2,regular,mobile,email,Med
U001317,2025-10-30,1,regular,web,search,Med
U001318,2025-09-30,1,value,mobile,email,Med
U001319,2025-08-25,2,value,mobile,organic,Med
U001320,2025-08-12,3,regular,mobile,organic,High
U001321,2025-06-02,1,value,mobile,search,Med
U001322,2025-07-12,2,value,mobile,email,Med
U001323,2025-09-19,3,regular,web,organic,High
U001324,2025-12-13,3,regular,web,referral,Low
U001325,2025-12-08,2,premium,web,organic,Low
U001326,2025-06-21,2,value,mobile,paid_social,Med
U001327,2025-10-22,2,regular,mobile,search,Med
U001328,2025-05-26,3,value,web,organic,Med
U001329,2025-10-21,1,value,web,paid_social,Low
U001330,2025-07-29,3,regular,web,paid_social,High
U001331,2025-08-25,1,value,web,search,Med
U001332,2025-11-01,3,regular,mobile,organic,Med
U001333,2025-08-19,1,regular,web,organic,High
U001334,2025-11-23,1,value,mobile,email,Low
U001335,2025-09-15,1,premium,mobile,paid_social,High
U001336,2026-01-10,2,regular,web,referral,Low
U001337,2025-10-12,2,regular,web,paid_social,High
U001338,2025-07-18,1,regular,mobile,referral,Low
U001339,2025-11-15,2,premium,mobile,organic,Med
U001340,2025-08-15,2,value,web,search,Med
U001341,2025-09-16,3,regular,web,paid_social,Med
U001342,2025-06-08,3,regular,mobile,organic,High
U001343,2025-06-03,2,value,mobile,organic,Med
U001344,2025-09-26,1,value,mobile,paid_social,Low
U001345,2025-06-20,2,premium,mobile,referral,High
U001346,2026-01-10,3,regular,mobile,paid_social,Low
U001347,2025-12-05,1,regular,web,organic,Low
U001348,2025-10-27,2,regular,mobile,email,Med
U001349,2025-11-05,3,regular,web,organic,Med
U001350,2025-10-01,3,premium,mobile,organic,High
U001351,2025-05-20,2,regular,mobile,email,High
U001352,2025-08-11,2,value,mobile,paid_social,Med
U001353,2025-09-06,2,value,web,email,Med
U001354,2025-12-20,3,regular,mobile,referral,Low
U001355,2025-06-29,1,regular,mobile,paid_social,High
U001356,2025-09-06,1,regular,mobile,organic,Med
U001357,2025-07-30,2,value,mobile,organic,Med
U001358,2025-06-07,1,value,web,email,Med
U001359,2025-05-30,2,regular,web,referral,High
U001360,2025-08-04,2,regular,mobile,search,High
U001361,2025-05-25,3,value,mobile,search,Low
U001362,2025-05-21,3,regular,mobile,organic,Med
U001363,2025-08-01,2,regular,mobile,organic,High
U001364,2025-06-24,3,premium,web,referral,High
U001365,2025-09-21,2,value,web,organic,Low
U001366,2025-05-09,2,premium,mobile,search,High
U001367,2025-07-19,1,regular,web,email,Med
U001368,2025-08-26,3,regular,mobile,search,High
U001369,2026-01-01,3,value,mobile,search,Low
U001370,2025-10-11,3,regular,mobile,organic,Med
U001371,2025-12-12,3,regular,web,organic,Low
U001372,2025-07-30,3,value,mobile,organic,High
U001373,2025-08-25,1,regular,web,organic,High
U001374,2025-08-18,3,regular,web,organic,High
U001375,2025-12-13,2,regular,web,organic,Low
U001376,2025-12-31,2,value,web,organic,Low
U001377,2026-01-01,2,regular,mobile,organic,Low
U001378,2025-11-09,2,value,mobile,email,Low
U001379,2025-09-08,2,premium,web,organic,High
U001380,2025-09-17,1,premium,mobile,search,High
U001381,2026-01-06,1,value,web,referral,Low
U001382,2025-07-15,2,value,mobile,organic,Med
U001383,2025-07-31,3,value,mobile,search,Med
U001384,2025-12-16,2,regular,mobile,referral,Low
U001385,2025-08-09,2,premium,web,search,High
U001386,2025-07-03,2,regular,web,organic,High
U001387,2025-09-22,2,value,web,paid_social,Med
U001388,2025-07-25,1,value,mobile,paid_social,Med
U001389,2025-12-14,3,value,mobile,search,Low
U001390,2025-12-19,1,regular,web,organic,Low
U001391,2025-07-20,2,regular,web,organic,High
U001392,2025-09-14,3,regular,mobile,referral,High
U001393,2026-01-06,2,value,web,organic,Low
U001394,2025-11-07,3,premium,mobile,organic,High
U001395,2025-06-28,2,value,mobile,search,Med
U001396,2025-09-30,3,regular,web,email,Med
U001397,2025-10-07,2,premium,web,organic,High
U001398,2025-10-16,3,regular,web,organic,Med
U001399,2025-05-11,2,premium,web,search,High
U001400,2025-07-19,3,value,,paid_social,Med
U001401,2025-12-05,3,regular,mobile,search,Low
U001402,2025-07-04,2,value,web,referral,Med
U001403,2025-07-19,3,regular,web,organic,High
U001404,2025-07-24,2,value,web,search,Med
U001405,2025-06-18,2,value,web,search,Med
U001406,2025-06-13,3,value,mobile,search,Med
U001407,2025-07-31,2,value,mobile,search,Med
U001408,2025-12-10,2,regular,mobile,referral,Med
U001409,2025-05-05,1,regular,web,organic,High
U001410,2025-07-15,1,value,mobile,paid_social,Low
U001411,2025-05-20,3,premium,web,organic,High
U001412,2025-09-22,2,premium,mobile,search,High
U001413,2025-07-06,2,value,mobile,search,Med
U001414,2025-11-19,1,regular,mobile,search,Med
U001415,2025-09-28,2,regular,web,organic,High
U001416,2025-11-17,3,regular,web,email,Med
U001417,2025-10-11,3,value,mobile,email,Low
U001418,2025-08-23,1,regular,web,referral,High
U001419,2025-12-07,2,value,mobile,referral,Low
U001420,2025-09-01,2,value,web,organic,Med
U001421,2025-12-29,2,regular,mobile,search,Low
U001422,2026-01-09,2,regular,web,organic,Low
U001423,2025-09-29,2,regular,mobile,referral,High
U001424,2025-10-21,2,value,,organic,Low
U001425,2025-07-08,2,value,web,organic,High
U001426,2025-11-25,2,value,web,paid_social,Low
U001427,2025-10-20,2,value,web,organic,Low
U001428,2025-12-17,3,value,mobile,paid_social,Low
U001429,2025-07-11,2,regular,mobile,organic,High
U001430,2025-11-18,2,regular,mobile,paid_social,Med
U001431,2025-08-31,3,regular,mobile,referral,High
U001432,2025-06-20,3,regular,mobile,paid_social,High
U001433,2025-06-16,1,value,web,organic,Med
U001434,2025-09-23,2,regular,mobile,organic,High
U001435,2025-07-24,2,value,web,organic,Med
U001436,2025-05-30,2,premium,mobile,organic,High
U001437,2025-08-20,1,value,web,search,Low
U001438,2025-10-15,2,regular,mobile,search,Med
U001439,2025-07-24,2,premium,web,organic,High
U001440,2025-12-30,2,regular,web,organic,Low
U001441,2025-11-16,3,regular,web,email,Low
U001442,2025-09-10,2,regular,web,organic,High
U001443,2025-12-25,3,value,web,organic,Low
U001444,2025-08-21,3,regular,web,search,Med
U001445,2025-06-09,3,premium,web,organic,High
U001446,2025-05-13,1,premium,mobile,email,High
U001447,2025-12-26,3,regular,web,organic,Low
U001448,2025-12-31,1,value,mobile,paid_social,Low
U001449,2025-11-06,2,regular,web,paid_social,Med
U001450,2025-05-30,3,regular,mobile,referral,High
U001451,2025-07-17,2,value,web,paid_social,Med
U001452,2025-05-15,2,value,web,paid_social,Med
U001453,2025-05-17,2,value,mobile,search,Med
U001454,2025-07-05,3,regular,mobile,search,High
U001455,2025-09-25,2,value,web,paid_social,Low
U001456,2025-05-21,2,value,web,search,Med
U001457,2026-01-07,3,value,web,search,Low
U001458,2025-08-27,1,premium,web,organic,High
U001459,2025-07-10,1,value,web,organic,Med
U001460,2025-09-11,2,value,mobile,search,Med
U001461,2025-11-19,3,regular,web,organic,Med
U001462,2025-07-22,1,value,mobile,search,Med
U001463,2025-05-16,1,premium,web,organic,High
U001464,2025-05-17,1,premium,web,search,High
U001465,2025-12-04,3,regular,web,paid_social,Low
U001466,2025-06-02,1,regular,web,search,High
U001467,2025-10-11,2,value,web,paid_social,Low
U001468,2025-08-09,3,value,mobile,organic,Med
U001469,2025-11-16,1,value,mobile,organic,Low
U001470,2025-05-20,2,value,web,paid_social,Med
U001471,2025-12-16,2,value,web,referral,Low
U001472,2025-10-27,3,regular,mobile,paid_social,Med
U001473,2025-08-25,2,value,web,paid_social,Med
U001474,2025-06-25,2,value,web,paid_social,Med
U001475,2026-01-05,1,regular,mobile,paid_social,Low
U001476,2025-07-19,2,regular,web,paid_social,High
U001477,2025-09-05,3,value,web,paid_social,Med
U001478,2025-08-11,1,value,web,organic,Med
U001479,2025-07-01,2,value,mobile,organic,Med
U001480,2025-08-17,3,value,web,search,Low
U001481,2025-06-12,1,regular,mobile,search,High
U001482,2025-05-05,2,premium,web,paid_social,High
U001483,2025-07-16,2,regular,web,organic,High
U001484,2025-06-02,2,regular,web,organic,High
U001485,2025-08-17,2,regular,mobile,referral,High
U001486,2025-12-07,2,regular,web,organic,Low
U001487,2025-06-14,1,value,mobile,referral,Med
U001488,2025-05-05,2,value,web,organic,Med
U001489,2025-06-01,2,regular,web,search,Low
U001490,2025-09-09,2,regular,web,search,High
U001491,2025-07-12,1,value,web,organic,Med
U001492,2025-09-04,3,value,web,organic,Low
U001493,2025-05-12,1,value,mobile,organic,Low
U001494,2025-07-27,3,value,mobile,organic,Med
U001495,2025-08-15,2,regular,mobile,organic,High
U001496,2025-08-21,3,regular,mobile,referral,High
U001497,2025-09-20,1,regular,web,organic,High
U001498,2025-11-16,1,value,mobile,search,Low
U001499,2025-08-30,2,value,web,organic,Med
U001500,2025-12-02,1,regular,mobile,email,Med
U001501,2025-09-14,1,regular,mobile,referral,High
U001502,2025-07-09,2,value,web,email,Med
U001503,2025-07-01,3,value,mobile,email,Med
U001504,2025-07-24,1,regular,mobile,organic,High
U001505,2025-10-01,3,regular,web,paid_social,Low
U001506,2025-07-04,3,premium,mobile,organic,High
U001507,2025-12-20,3,regular,web,referral,Low
U001508,2025-09-02,2,regular,web,search,High
U001509,2025-12-07,2,regular,web,search,Med
U001510,2025-10-23,2,value,mobile,email,Low
U001511,2025-07-27,2,regular,web,referral,High
U001512,2025-07-01,3,regular,mobile,email,High
U001513,2025-11-07,1,value,web,organic,Low
U001514,2025-07-27,2,premium,web,organic,High
U001515,2025-07-05,1,value,mobile,organic,High
U001516,2025-12-24,3,value,web,search,Low
U001517,2025-09-03,2,value,mobile,search,Med
U001518,2025-05-17,2,premium,web,organic,High
U001519,2025-09-06,3,premium,mobile,referral,High
U001520,2025-08-28,3,regular,mobile,organic,Med
U001521,2025-12-07,1,premium,web,paid_social,High
U001522,2025-10-30,3,premium,web,referral,Med
U001523,2025-06-22,3,regular,web,paid_social,Med
U001524,2025-06-11,1,premium,mobile,search,High
U001525,2025-10-03,3,regular,mobile,organic,Med
U001526,2025-05-16,2,regular,web,organic,High
U001527,2025-07-24,2,regular,web,paid_social,High
U001528,2025-06-08,2,regular,mobile,search,Med
U001529,2025-05-10,2,value,web,organic,Med
U001530,2025-12-21,1,regular,mobile,email,Low
U001531,2025-05-27,1,premium,mobile,paid_social,High
U001532,2025-05-07,1,value,web,referral,Low
U001533,2025-12-25,2,premium,web,search,Low
U001534,2025-06-21,2,value,web,email,Med
U001535,2025-11-25,1,value,web,organic,Low
U001536,2025-05-12,2,value,mobile,organic,Med
U001537,2025-06-12,2,regular,mobile,referral,High
U001538,2025-06-01,2,regular,mobile,referral,High
U001539,2025-10-29,3,value,web,search,Low
U001540,2025-10-07,2,regular,web,organic,Med
U001541,2025-09-01,3,value,mobile,organic,Med
U001542,2025-07-04,1,regular,web,paid_social,High
U001543,2025-05-27,2,premium,web,referral,High
U001544,2025-09-24,3,regular,web,search,Med
U001545,2025-07-01,3,regular,mobile,organic,High
U001546,2025-09-30,2,regular,mobile,paid_social,Med
U001547,2025-10-24,2,premium,web,paid_social,High
U001548,2025-12-04,2,value,mobile,search,Low
U001549,2025-09-05,2,value,web,paid_social,Med
U001550,2025-05-06,3,value,web,email,Med
U001551,2025-07-14,3,regular,web,organic,High
U001552,2025-12-05,2,regular,mobile,search,Low
U001553,2025-09-15,1,regular,web,paid_social,High
U001554,2025-10-07,2,value,web,search,Low
U001555,2025-08-27,1,value,web,referral,Med
U001556,2025-06-14,1,regular,mobile,paid_social,High
U001557,2025-12-16,2,premium,mobile,search,Med
U001558,2025-11-15,2,value,web,organic,Low
U001559,2026-01-09,1,value,mobile,paid_social,Low
U001560,2025-12-05,1,value,web,organic,Low
U001561,2025-07-17,1,regular,web,organic,High
U001562,2025-07-07,3,value,mobile,search,Low
U001563,2025-07-06,2,value,mobile,search,Med
U001564,2025-12-21,1,regular,web,email,Low
U001565,2025-09-21,1,value,mobile,paid_social,Med
U001566,2025-08-27,2,regular,web,referral,High
U001567,2026-01-03,2,value,mobile,search,Low
U001568,2025-10-03,2,premium,mobile,search,Low
U001569,2025-12-19,2,regular,mobile,email,Low
U001570,2026-01-07,3,value,web,search,Low
U001571,2025-05-24,2,value,mobile,referral,Med
U001572,2025-08-03,2,regular,mobile,search,Low
U001573,2025-11-05,1,premium,web,organic,High
U001574,2025-11-25,3,value,web,paid_social,Low
U001575,2025-06-11,3,value,mobile,organic,Med
U001576,2025-07-23,2,value,web,organic,Med
U001577,2025-09-19,2,regular,mobile,organic,High
U001578,2025-11-21,1,premium,web,organic,Med
U001579,2025-06-02,3,regular,mobile,search,High
U001580,2025-10-02,2,value,web,referral,Low
U001581,2025-07-18,1,regular,mobile,search,High
U001582,2025-06-28,2,regular,mobile,referral,High
U001583,2025-09-11,2,value,web,search,Med
U001584,2025-08-16,3,value,mobile,organic,Med
U001585,2025-10-11,2,value,mobile,organic,Med
U001586,2025-07-23,2,regular,web,email,High
U001587,2025-11-27,2,regular,web,paid_social,Low
U001588,2025-05-24,2,regular,mobile,email,High
U001589,2025-12-07,2,regular,mobile,organic,Low
U001590,2025-05-12,1,value,web,paid_social,Med
U001591,2025-11-05,3,value,mobile,paid_social,Med
U001592,2025-07-30,2,value,web,email,Med
U001593,2025-08-09,2,premium,web,organic,High
U001594,2025-05-09,1,regular,mobile,email,High
U001595,2025-10-28,1,value,web,search,Low
U001596,2025-06-15,2,value,web,referral,Med
U001597,2025-10-17,1,regular,web,search,Med
U001598,2025-11-03,1,regular,web,search,Low
U001599,2025-12-03,3,regular,web,search,Low
U001600,2025-10-29,2,value,mobile,referral,Low
U001601,2025-07-19,2,premium,web,organic,High
U001602,2025-11-06,2,regular,mobile,search,Med
U001603,2025-11-28,3,regular,mobile,search,Med
U001604,2025-07-23,2,regular,web,paid_social,High
U001605,2025-06-05,3,premium,web,search,High
U001606,2025-12-14,3,premium,mobile,paid_social,Med
U001607,2025-06-11,2,regular,web,search,High
U001608,2025-10-01,2,regular,web,paid_social,Med
U001609,2025-07-03,2,value,mobile,paid_social,Med
U001610,2025-06-05,2,regular,mobile,paid_social,High
U001611,2025-11-15,2,regular,mobile,referral,Med
U001612,2025-06-10,2,value,web,search,Med
U001613,2025-10-20,2,value,web,organic,Low
U001614,2025-10-25,1,premium,web,paid_social,High
U001615,2025-05-20,2,premium,mobile,organic,High
U001616,2025-06-17,1,premium,web,organic,High
U001617,2025-11-20,2,regular,web,referral,Med
U001618,2025-09-09,2,regular,web,search,Low
U001619,2025-06-04,3,regular,mobile,search,High
U001620,2026-01-08,1,value,mobile,email,Low
U001621,2025-07-10,2,value,web,organic,Med
U001622,2025-05-06,2,premium,web,organic,High
U001623,2025-12-22,1,value,web,organic,Low
U001624,2025-05-09,1,regular,web,organic,Low
U001625,2025-09-20,1,regular,web,paid_social,Med
U001626,2026-01-09,1,regular,web,paid_social,Low
U001627,2025-09-27,2,value,mobile,search,Low
U001628,2025-09-28,2,regular,mobile,organic,Med
U001629,2025-08-10,2,value,mobile,search,Low
U001630,2025-06-05,1,regular,mobile,organic,High
U001631,2025-09-25,1,value,web,paid_social,Low
U001632,2025-12-16,1,regular,web,paid_social,Low
U001633,2025-05-27,2,regular,web,organic,High
U001634,2025-12-11,2,value,mobile,referral,Low
U001635,2025-08-17,2,value,web,paid_social,Med
U001636,2025-09-16,1,regular,web,organic,High
U001637,2025-06-15,1,value,web,paid_social,Low
U001638,2025-10-08,3,value,web,paid_social,Low
U001639,2025-06-19,1,regular,mobile,organic,High
U001640,2025-07-12,1,premium,mobile,organic,High
U001641,2025-11-02,1,regular,web,paid_social,Med
U001642,2025-05-17,3,regular,mobile,email,Med
U001643,2025-08-25,2,premium,web,search,High
U001644,2025-10-01,2,regular,web,search,Low
U001645,2025-06-07,3,regular,web,paid_social,High
U001646,2025-07-17,1,regular,mobile,search,High
U001647,2025-07-30,3,value,mobile,organic,Med
U001648,2025-10-18,1,value,web,search,Low
U001649,2026-01-05,2,regular,mobile,email,Low
U001650,2025-11-30,2,value,web,referral,Low
U001651,2025-06-21,2,regular,web,email,High
U001652,2025-05-09,3,value,mobile,organic,Low
U001653,2025-05-18,1,regular,mobile,search,High
U001654,2025-10-01,3,value,mobile,paid_social,Low
U001655,2025-06-13,2,regular,mobile,organic,High
U001656,2025-07-02,2,regular,web,organic,Med
U001657,2025-12-03,3,value,mobile,referral,Low
U001658,2025-12-10,1,value,mobile,paid_social,Low
U001659,2025-12-01,3,value,web,paid_social,Low
U001660,2025-07-07,2,regular,web,organic,High
U001661,2025-10-07,2,value,mobile,search,Low
U001662,2025-10-05,1,regular,web,organic,High
U001663,2025-06-20,2,value,web,organic,Med
U001664,2025-09-20,2,value,mobile,search,Med
U001665,2025-09-13,2,regular,mobile,organic,High
U001666,2025-08-12,1,regular,mobile,email,High
U001667,2025-11-09,1,value,mobile,search,Low
U001668,2025-10-22,3,premium,web,organic,High
U001669,2025-09-15,1,value,mobile,organic,Low
U001670,2025-11-03,2,value,web,paid_social,Low
U001671,2025-11-12,3,regular,mobile,organic,Med
U001672,2025-09-24,1,regular,web,organic,Low
U001673,2025-07-11,1,regular,mobile,search,High
U001674,2025-11-11,2,value,mobile,organic,Low
U001675,2025-11-01,1,premium,mobile,paid_social,High
U001676,2026-01-06,2,regular,web,search,Low
U001677,2025-06-11,2,premium,web,organic,High
U001678,2025-08-18,2,regular,web,referral,High
U001679,2025-12-22,2,premium,web,search,Low
U001680,2025-09-11,2,regular,mobile,paid_social,Med
U001681,2025-12-27,2,value,web,organic,Low
U001682,2025-05-08,1,regular,mobile,paid_social,High
U001683,2025-05-13,2,regular,web,organic,Low
U001684,2025-11-20,3,regular,web,search,Med
U001685,2025-08-02,2,regular,mobile,organic,High
U001686,2025-09-12,2,value,web,email,Med
U001687,2025-08-20,2,regular,web,organic,High
U001688,2025-08-15,1,value,web,email,Med
U001689,2025-12-26,1,premium,web,email,Med
U001690,2025-05-28,1,value,mobile,search,Med
U001691,2025-11-14,3,value,web,organic,Low
U001692,2025-12-14,1,regular,web,search,Med
U001693,2025-10-17,3,regular,mobile,email,Med
U001694,2025-08-12,1,regular,web,paid_social,High
U001695,2025-06-14,2,premium,mobile,search,High
U001696,2025-10-23,2,value,,organic,Low
U001697,2025-08-30,2,regular,mobile,referral,High
U001698,2025-06-11,3,value,web,organic,Low
U001699,2025-08-03,3,regular,web,organic,High
U001700,2026-01-01,3,regular,mobile,organic,Low
U001701,2025-07-10,1,value,mobile,search,Low
U001702,2025-06-18,3,regular,mobile,referral,High
U001703,2025-10-23,1,regular,mobile,referral,Med
U001704,2025-06-24,3,value,web,organic,Med
U001705,2025-12-21,2,premium,mobile,search,Med
U001706,2025-12-06,2,regular,mobile,referral,Med
U001707,2026-01-06,1,value,web,search,Low
U001708,2025-12-20,1,regular,web,organic,Med
U001709,2025-07-05,1,value,web,search,Low
U001710,2025-06-27,3,value,mobile,paid_social,Med
U001711,2025-07-30,3,regular,web,email,High
U001712,2025-08-30,3,value,web,paid_social,Med
U001713,2025-12-11,1,value,mobile,organic,Low
U001714,2025-11-05,2,regular,mobile,paid_social,Low
U001715,2025-10-13,2,value,web,organic,Low
U001716,2025-12-11,2,regular,mobile,referral,Low
U001717,2025-10-14,2,regular,web,search,Med
U001718,2025-08-08,2,value,mobile,organic,Med
U001719,2025-08-16,2,regular,web,search,High
U001720,2025-09-11,1,value,web,organic,Low
U001721,2025-05-27,2,regular,mobile,organic,High
U001722,2025-11-07,2,value,web,search,Low
U001723,2025-10-15,1,premium,web,paid_social,High
U001724,2025-11-04,3,value,web,referral,Low
